SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod_1,PaymentMethod_2,PaymentMethod_3,Contract_1,Contract_2,InternetService_1,InternetService_2
0.0,1.0,1.0,0.675462104333006,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.1727907450003818,0.30309559403000746,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.09867315991688917,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.31572465148954454,-0.3320819994749082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.5939741817803856,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.1485168789401317,1.0879019163236927,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,-1.2802480369298872,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1500597800658185,-0.9940396721114125,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.6125732136881425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8460288442770202,1.8027579660257245,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,-0.6283446565089228,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.003264483815561291,-0.5251015154562936,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.5718292524118322,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0487955488314133,1.9781299834030976,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,-1.2395040756535771,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0205411719672768,-0.9272218305219706,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,-0.22090504374581998,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.044934159070319266,-0.18037968960016668,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4824642137615451,-0.9984515467624157,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,-1.2802480369298872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6497911073537498,-0.987399800761653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.6125732136881425,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.1667991227933967,2.1919956071104725,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,-1.1172721918246462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16293773303230205,-0.8675512258671538,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.5532302205040753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3324639942171226,0.5581019488579864,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.06430268518835205,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.38119998252714,0.5585210769498316,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.8728084241667844,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0986562138857725,-0.5196749096355597,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,-0.9135523854430948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5068572008645874,-0.7974906564092247,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.531085291135522,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.14631751134751578,1.1422562120240514,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,-0.6283446565089228,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.46418196990828,-0.8228368762792375,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.24587756220135,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5003282332334644,1.1374472686544577,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,-0.7913205016141639,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3790006149345245,-0.5743600959347431,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.675462104333006,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6548962949019773,0.7162235363499371,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.2395040756535771,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5168293338754592,-0.964568349442712,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.2395040756535771,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.526920587929123,-0.9437663604632323,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.797693988161937,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4970041888965073,0.8534769567426436,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,1.4903413298592119,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.02154672766882614,0.869492061725785,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.43099833667514437,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8460288442770202,0.6862448480963711,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.7098325790615434,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.1402067680977384,-0.37805373333836034,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,-0.3023929662984404,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.15628964435838733,-0.2341163228493844,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,-0.9950403079957154,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.526920587929123,-0.7279595119094159,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,1.1236456783724191,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.33412601638560113,0.9587222265423224,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,-0.5876006952326126,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0188791497987983,-0.23416044159589447,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,1.24587756220135,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.1584890119510034,1.7770587961836313,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,1.3681094460302807,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4510049136032428,2.1146333851051335,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,1.0,0.06430268518835205,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.324572107756075,-0.612809583518235,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.6125732136881425,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.4194264924021487,2.457590461100859,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.5939741817803856,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.1867433888151402,1.0693499834162252,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.1236456783724191,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8343946890976701,1.397416982464815,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.6125732136881425,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.7544985039679036,0.29943373806967477,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,-0.5876006952326126,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.3456410505221599,-0.5851030107099356,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.954296346719405,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9839766842607471,-0.6291555791002015,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.1987601143772666,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3490842159019088,-0.8996696733264563,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.5939741817803856,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.46874981203237054,0.6031251296714728,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.05792919864057878,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.47872194504324245,0.09436980429105085,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.7162060656093165,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4841262359300238,-0.5966621222955637,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,-0.9135523854430948,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5003282332334644,-0.6158758364006822,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5234774225493737,-0.9857232883942717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.797693988161937,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4758161250876307,-0.5261824247457892,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.2866215234776603,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5557123102173966,2.1246262811896552,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,1.20513360092504,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.3478404181147758,-0.37884787077554105,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,-1.1987601143772666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.009912572489476017,-0.929096877248647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.9606698332671783,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.5191478225108668,1.701306908425908,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.5532302205040753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.304090496310194,0.17892338197752514,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,-0.9950403079957154,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3373309396797669,-0.7946008785128176,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-0.09867315991688917,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.330801972048644,-0.07588443849115835,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.5124862592277651,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.2929936865549811,-0.47061486351640536,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,-1.2802480369298872,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4837080115486779,-0.9723553082017323,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,-0.8728084241667844,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.4736167574950149,-0.7579382001629819,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,-1.0357842692720256,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.34409814939647304,-0.7881374821490981,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.3902543753988342,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29643685193473,0.9018752216641476,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.675462104333006,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4841262359300238,-0.5779337144020557,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,-0.954296346719405,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.146854856771653,-0.6020225499965325,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.10504664646466227,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.08802761440797192,-0.02993476400096138,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,0.6347181430566958,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4675060142452376,-0.5410283829464146,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,1.0,1.0,0.5532302205040753,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.4907743246039384,-0.598338634662945,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,-0.13941712119319938,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0320562061038356,-0.5620950844049545,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,-0.09867315991688917,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5734572086465243,0.12657648924337336,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,-1.2802480369298872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32913994988016537,-0.9744068299144488,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,1.3681094460302807,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.638276073217191,1.5136919388920016,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.3273654847539706,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.5374300663641318,2.128155780910458,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.6125732136881425,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.2000395661629697,2.283475827999022,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,-0.8320644628904742,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47041183420084914,-0.5982283377966698,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,1.5718292524118322,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.06820246942901952,1.0877033819643978,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.1172721918246462,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4542098368974086,-0.9571343406557717,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.797693988161937,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.455871859065887,-0.5188807721983791,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,-0.3023929662984404,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1202625020759949,0.10200234743728621,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4824642137615451,-0.9984515467624157,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,-1.2802480369298872,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.5073945462887248,-0.998782437361241,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.22727853029359327,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0039209502824906,0.583381990608234,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,1.3681094460302807,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.639818974342878,0.32822122016746996,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,1.4495973685829016,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5025276008260802,2.350889272666349,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,-1.1172721918246462,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3461783959462972,-0.9631565495543909,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.6125732136881425,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.3080710071140806,2.2146505834433734,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,-0.01718523736426856,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1517218022342972,-0.5980959815571398,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.43099833667514437,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9823146620922683,0.7226648733404019,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,1.0,1.0,1.6125732136881425,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.5090565684572035,-0.40591472175944493,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,0.9199258719908677,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0620917261792426,1.3039734773565694,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.797693988161937,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.22763747656017672,0.3348390321439746,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.43099833667514437,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8925654649944222,0.7371358221956917,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.18653456901728271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38897274794539605,0.2580282944700107,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,1.2866215234776603,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.3389929618482451,0.5030417532134678,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,-1.1987601143772666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8327326669291911,-0.897772567226525,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.1457906077409725,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1218054032016815,-0.5104320322417083,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,-0.9135523854430948,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.1784332779727469,-0.5376532988383973,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.3495104141225239,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4675060142452376,-0.6389058220789184,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,1.0,1.0,-0.22090504374581998,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6781646052606783,-0.05810458364761594,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,0.9606698332671783,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.1634750784564392,1.42598387083006,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,-1.076528230548336,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.465843992076759,-0.957619646867382,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,-1.1987601143772666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31916781686929385,-0.9060889509436658,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,-1.0357842692720256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46863069098957877,-0.8527935051595484,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,-1.1580161531009565,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4608579255713228,-0.9796128420026324,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.023558723912041665,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8028162678965758,0.32839769515351025,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,-0.22090504374581998,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4404954351682338,-0.06520770183573087,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.6125732136881425,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.3711087284734769,-0.24677840309776333,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,-1.2802480369298872,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.4974224132778529,-0.9986500811217108,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.5718292524118322,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.27749814161453584,0.7509229304800766,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.7913205016141639,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7030949377878579,-0.4710339916082506,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,-0.3023929662984404,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.20603118836995468,-0.3444131891244617,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.4088534073065913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4736167574950149,0.43095172141607696,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,-1.2802480369298872,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.975547452375562,-0.991723437919636,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.2395040756535771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6797075063863651,-0.9715170520180416,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.43099833667514437,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.2996417752288953,-0.4831445875252541,1.0,0.0,0.0,0.0,1.0,0.0,1.0
